Date,Ticker,Open,High,Low,Close,Volume,Return
2022-04-18,RELIANCE,2830.3,2836.06,2809.03,2823.14,4266356,1.1071
2022-04-19,RELIANCE,2824.57,2890.96,2790.47,2846.14,4947165,0.8114
2022-04-20,RELIANCE,2821.81,2853.52,2817.78,2850.06,4390038,0.1376
2022-04-21,RELIANCE,2869.04,2880.94,2815.87,2876.15,2058941,0.9114
2022-04-22,RELIANCE,2878.69,2907.6,2858.87,2887.77,1261809,0.403
2022-04-25,RELIANCE,2976.36,2988.98,2903.89,2956.11,4614962,2.3392
2022-04-26,RELIANCE,2993.72,3052.66,2945.09,2993.54,572485,1.2581
2022-04-27,RELIANCE,3062.52,3090.16,3039.91,3051.31,4086328,1.9115
2022-04-28,RELIANCE,3014.0,3042.26,2952.9,3010.85,1707152,-1.335
2022-04-29,RELIANCE,2990.84,2993.62,2908.71,2967.57,3960674,-1.4479
2022-05-02,RELIANCE,2958.85,3001.31,2911.2,2972.11,3174846,0.1529
2022-05-03,RELIANCE,3012.35,3017.53,2985.15,3013.68,1020416,1.389
2022-05-04,RELIANCE,3019.98,3082.1,2979.36,3043.86,4588440,0.9966
2022-05-05,RELIANCE,3016.37,3075.58,2999.33,3004.18,4710538,-1.3123
2022-05-06,RELIANCE,3064.88,3085.09,2991.76,3047.91,1888761,1.445
2022-05-09,RELIANCE,3028.02,3076.95,3001.49,3014.86,1214533,-1.0901
2022-05-10,RELIANCE,3050.97,3111.82,3007.24,3052.87,4325578,1.2529
2022-05-11,RELIANCE,3047.03,3129.32,2998.18,3069.89,2469039,0.5558
2022-05-12,RELIANCE,3057.37,3104.33,2998.09,3058.7,3479847,-0.3652
2022-05-13,RELIANCE,3020.27,3083.27,2970.51,3030.54,4210704,-0.9248
2022-05-16,RELIANCE,3053.05,3074.51,2989.31,3039.03,3445309,0.2797
2022-05-17,RELIANCE,3038.3,3080.35,2995.43,3044.79,2636492,0.1895
2022-05-18,RELIANCE,2982.47,3028.8,2948.07,2989.17,3723284,-1.8438
2022-05-19,RELIANCE,3055.81,3069.09,3020.42,3022.95,870240,1.1237
2022-05-20,RELIANCE,3100.12,3119.55,3027.71,3087.78,2801899,2.122
2022-05-23,RELIANCE,3154.12,3176.92,3109.07,3137.24,3223224,1.589
2022-05-24,RELIANCE,3148.26,3160.49,3098.09,3156.34,3531179,0.6071
2022-05-25,RELIANCE,3114.9,3160.73,3091.4,3132.13,1492064,-0.7699
2022-05-26,RELIANCE,3157.42,3206.89,3112.02,3140.67,4069744,0.2721
2022-05-27,RELIANCE,3157.88,3198.92,3105.51,3134.5,1981564,-0.1966
2022-05-30,RELIANCE,3122.56,3182.07,3060.73,3142.78,3152233,0.2637
2022-05-31,RELIANCE,3189.21,3236.23,3175.73,3197.48,3675097,1.7256
2022-06-01,RELIANCE,3177.95,3193.98,3146.06,3192.55,676494,-0.1544
2022-06-02,RELIANCE,3097.36,3097.57,3080.36,3089.92,4794298,-3.2672
2022-06-03,RELIANCE,3153.0,3163.67,3104.98,3135.97,2797680,1.4792
2022-06-06,RELIANCE,3153.92,3217.45,3119.48,3159.73,537109,0.755
2022-06-07,RELIANCE,3163.66,3223.87,3155.01,3169.54,3186393,0.3098
2022-06-08,RELIANCE,3074.11,3140.3,3031.18,3104.48,1666356,-2.0739
2022-06-09,RELIANCE,3044.95,3083.13,2994.52,3059.54,4439100,-1.4582
2022-06-10,RELIANCE,3044.38,3103.05,2972.29,3021.61,1243115,-1.2477
2022-06-13,RELIANCE,2998.59,3002.55,2947.6,2991.22,523523,-1.0107
2022-06-14,RELIANCE,2979.87,2985.66,2957.78,2966.14,3766141,-0.8422
2022-06-15,RELIANCE,2899.57,2940.95,2863.53,2904.87,718574,-2.0871
2022-06-16,RELIANCE,3016.67,3053.87,2974.53,3020.79,1396027,3.913
2022-06-17,RELIANCE,3105.11,3166.05,3057.67,3104.82,2155728,2.7438
2022-06-20,RELIANCE,3126.66,3176.85,3077.31,3121.6,4422490,0.5389
2022-06-21,RELIANCE,3142.43,3201.4,3081.71,3120.96,4113352,-0.0206
2022-06-22,RELIANCE,3215.71,3273.14,3168.91,3226.56,3206633,3.3278
2022-06-23,RELIANCE,3321.29,3385.2,3264.68,3323.59,2679452,2.9628
2022-06-24,RELIANCE,3267.92,3326.0,3230.71,3280.93,3522339,-1.2919
2022-06-27,RELIANCE,3264.46,3331.57,3254.98,3296.91,1873644,0.4858
2022-06-28,RELIANCE,3302.54,3340.85,3233.77,3287.42,4483673,-0.2883
2022-06-29,RELIANCE,3301.42,3360.93,3229.56,3272.82,3619649,-0.4448
2022-06-30,RELIANCE,3276.89,3283.75,3219.57,3264.4,3132011,-0.2578
2022-07-01,RELIANCE,3264.43,3301.34,3241.48,3260.67,2769630,-0.1142
2022-07-04,RELIANCE,3304.72,3330.64,3264.57,3274.37,3338972,0.4193
2022-07-05,RELIANCE,3296.01,3339.71,3237.12,3288.47,3081728,0.4295
2022-07-06,RELIANCE,3389.61,3430.54,3372.72,3376.06,3576221,2.6287
2022-07-07,RELIANCE,3331.06,3357.68,3301.92,3328.71,2427498,-1.4124
2022-07-08,RELIANCE,3393.48,3440.27,3354.02,3388.51,1841345,1.7805
2022-07-11,RELIANCE,3322.69,3360.54,3321.53,3324.9,3762739,-1.895
2022-07-12,RELIANCE,3354.34,3366.92,3300.55,3340.44,1874756,0.4663
2022-07-13,RELIANCE,3386.55,3448.58,3378.45,3405.13,570129,1.918
2022-07-14,RELIANCE,3448.77,3450.62,3424.94,3441.56,827539,1.0643
2022-07-15,RELIANCE,3408.78,3479.73,3341.05,3423.39,507560,-0.5295
2022-07-18,RELIANCE,3451.13,3513.7,3403.78,3442.36,2852670,0.5526
2022-07-19,RELIANCE,3590.16,3595.76,3478.99,3547.69,3572735,3.0141
2022-07-20,RELIANCE,3523.8,3541.9,3476.92,3511.51,1794214,-1.0251
2022-07-21,RELIANCE,3569.76,3578.81,3491.9,3548.93,619961,1.0598
2022-07-22,RELIANCE,3628.86,3684.88,3609.82,3612.56,3389742,1.7772
2022-07-25,RELIANCE,3547.12,3593.95,3526.45,3588.85,2017348,-0.6584
2022-07-26,RELIANCE,3701.77,3744.29,3680.8,3704.21,4087333,3.1637
2022-07-27,RELIANCE,3855.2,3885.14,3841.22,3846.59,2148484,3.7718
2022-07-28,RELIANCE,3883.67,3983.6,3809.72,3924.66,3424640,2.0093
2022-07-29,RELIANCE,3998.78,4055.65,3958.42,4004.47,3262146,2.0131
2022-08-01,RELIANCE,3881.79,3925.6,3835.76,3883.33,1776317,-3.0717
2022-08-02,RELIANCE,3770.25,3831.81,3731.0,3793.61,3975931,-2.3377
2022-08-03,RELIANCE,3770.99,3848.1,3752.24,3789.36,4172905,-0.112
2022-08-04,RELIANCE,3771.31,3807.3,3677.0,3746.26,4198202,-1.144
2022-08-05,RELIANCE,3722.36,3822.04,3672.55,3790.22,1932799,1.1666
2022-08-08,RELIANCE,3607.19,3609.01,3593.39,3602.3,1760695,-5.0852
2022-08-09,RELIANCE,3665.34,3685.03,3610.49,3644.14,1802220,1.1549
2022-08-10,RELIANCE,3633.59,3660.97,3633.49,3634.09,1230376,-0.2763
2022-08-11,RELIANCE,3625.61,3667.58,3551.67,3600.26,4457225,-0.9352
2022-08-12,RELIANCE,3719.48,3777.63,3680.53,3727.45,4913600,3.4719
2022-08-15,RELIANCE,3691.54,3779.72,3624.78,3708.32,4217794,-0.5145
2022-08-16,RELIANCE,3603.23,3623.34,3534.96,3603.4,696856,-2.8702
2022-08-17,RELIANCE,3627.68,3674.19,3620.55,3634.61,4750236,0.8625
2022-08-18,RELIANCE,3650.7,3716.52,3644.16,3661.16,4162165,0.7279
2022-08-19,RELIANCE,3647.89,3673.86,3582.29,3651.18,805693,-0.2731
2022-08-22,RELIANCE,3795.46,3852.35,3756.59,3810.55,590567,4.2723
2022-08-23,RELIANCE,3810.49,3858.55,3774.69,3826.52,1625998,0.4182
2022-08-24,RELIANCE,3876.75,3929.59,3832.49,3898.62,2683025,1.8666
2022-08-25,RELIANCE,3931.09,3936.02,3886.33,3922.92,2084646,0.6215
2022-08-26,RELIANCE,3995.22,4017.23,3946.14,4015.28,3386717,2.327
2022-08-29,RELIANCE,3968.24,4016.62,3892.91,3993.03,3622182,-0.5556
2022-08-30,RELIANCE,3897.86,3990.4,3850.62,3918.9,2649722,-1.8742
2022-08-31,RELIANCE,3978.96,3994.3,3949.38,3974.87,2204612,1.4183
2022-09-01,RELIANCE,4011.32,4016.38,3980.88,3997.94,3041176,0.5787
2022-09-02,RELIANCE,4072.44,4122.95,3978.81,4057.2,968163,1.4714
2022-09-05,RELIANCE,4018.32,4095.36,3967.51,4014.02,614145,-1.0701
2022-09-06,RELIANCE,4061.33,4065.97,4004.58,4050.48,4072284,0.9043
2022-09-07,RELIANCE,3936.4,3996.18,3933.77,3937.48,1194004,-2.8297
2022-09-08,RELIANCE,3914.07,3922.57,3833.45,3905.18,4921401,-0.8236
2022-09-09,RELIANCE,3865.99,3876.46,3821.27,3857.5,2989837,-1.2284
2022-09-12,RELIANCE,3879.45,3966.55,3801.88,3893.65,2873646,0.9327
2022-09-13,RELIANCE,3840.64,3915.56,3827.74,3861.4,4224690,-0.8316
2022-09-14,RELIANCE,3794.14,3836.58,3744.08,3768.66,1432329,-2.4311
2022-09-15,RELIANCE,3734.14,3746.44,3716.12,3731.8,2967909,-0.9828
2022-09-16,RELIANCE,3793.58,3835.99,3745.13,3773.73,2599148,1.1173
2022-09-19,RELIANCE,3763.35,3788.87,3689.84,3784.16,2747672,0.2759
2022-09-20,RELIANCE,3727.67,3764.71,3696.74,3735.24,4657229,-1.3011
2022-09-21,RELIANCE,3767.5,3847.06,3705.18,3793.61,4946818,1.5506
2022-09-22,RELIANCE,3916.2,3960.72,3844.62,3903.59,2326248,2.8577
2022-09-23,RELIANCE,3957.36,4023.16,3933.78,3969.56,2254207,1.6759
2022-09-26,RELIANCE,3799.03,3818.41,3754.96,3809.58,1708407,-4.1135
2022-09-27,RELIANCE,3864.84,3923.48,3762.21,3827.41,2234658,0.4669
2022-09-28,RELIANCE,3831.9,3905.19,3772.48,3819.18,2444340,-0.2153
2022-09-29,RELIANCE,3695.28,3762.35,3663.72,3683.24,833091,-3.6243
2022-09-30,RELIANCE,3578.47,3606.44,3516.7,3600.11,1543106,-2.2827
2022-10-03,RELIANCE,3619.79,3660.93,3579.53,3653.73,4024311,1.4783
2022-10-04,RELIANCE,3685.22,3723.06,3595.54,3667.43,3723583,0.3742
2022-10-05,RELIANCE,3633.06,3712.73,3585.43,3674.22,804737,0.1851
2022-10-06,RELIANCE,3623.82,3695.21,3591.29,3632.93,4515179,-1.1302
2022-10-07,RELIANCE,3690.84,3733.22,3658.66,3705.88,1112700,1.9881
2022-10-10,RELIANCE,3609.42,3663.51,3545.89,3626.2,1229361,-2.1736
2022-10-11,RELIANCE,3562.26,3584.67,3492.4,3570.13,755409,-1.5583
2022-10-12,RELIANCE,3532.44,3618.42,3503.45,3551.19,1200311,-0.532
2022-10-13,RELIANCE,3435.35,3464.73,3424.15,3456.37,1365729,-2.7063
2022-10-14,RELIANCE,3407.65,3469.27,3400.6,3403.31,4513893,-1.547
2022-10-17,RELIANCE,3488.86,3551.01,3447.98,3470.36,2475013,1.9508
2022-10-18,RELIANCE,3389.7,3422.84,3366.51,3419.38,1376037,-1.4797
2022-10-19,RELIANCE,3472.56,3526.42,3439.62,3469.17,688992,1.4456
2022-10-20,RELIANCE,3519.96,3543.72,3500.27,3510.45,1610150,1.1829
2022-10-21,RELIANCE,3509.04,3524.81,3466.73,3501.23,2351488,-0.2632
2022-10-24,RELIANCE,3410.52,3441.78,3346.18,3414.3,2481373,-2.5141
2022-10-25,RELIANCE,3409.36,3482.76,3393.5,3419.57,2664743,0.1541
2022-10-26,RELIANCE,3305.89,3332.26,3248.29,3293.4,1400331,-3.7595
2022-10-27,RELIANCE,3268.97,3284.83,3261.02,3263.5,998590,-0.912
2022-10-28,RELIANCE,3248.07,3313.53,3206.25,3279.13,2680154,0.4779
2022-10-31,RELIANCE,3328.51,3359.49,3266.09,3332.19,748112,1.6052
2022-11-01,RELIANCE,3325.35,3326.62,3305.66,3324.43,4510091,-0.2331
2022-11-02,RELIANCE,3271.57,3301.82,3218.17,3289.56,1914772,-1.0543
2022-11-03,RELIANCE,3246.42,3251.49,3241.06,3250.37,3439321,-1.1984
2022-11-04,RELIANCE,3232.3,3266.06,3201.28,3224.38,3427403,-0.8029
2022-11-07,RELIANCE,3248.62,3303.95,3248.18,3262.11,672672,1.1634
2022-11-08,RELIANCE,3287.87,3335.11,3260.72,3284.05,3232143,0.6702
2022-11-09,RELIANCE,3267.81,3297.71,3247.56,3284.06,3337959,0.0004
2022-11-10,RELIANCE,3302.3,3376.34,3256.54,3322.84,1069751,1.1741
2022-11-11,RELIANCE,3334.44,3361.85,3304.62,3324.21,3113399,0.041
2022-11-14,RELIANCE,3265.64,3268.85,3193.14,3246.58,913604,-2.3627
2022-11-15,RELIANCE,3164.77,3242.68,3146.33,3183.62,2583133,-1.9586
2022-11-16,RELIANCE,3234.91,3279.78,3205.19,3219.57,1340995,1.123
2022-11-17,RELIANCE,3141.97,3177.53,3110.9,3142.18,1971435,-2.4332
2022-11-18,RELIANCE,3087.4,3124.46,3046.87,3121.95,4434612,-0.6458
2022-11-21,RELIANCE,3094.43,3117.66,3039.43,3116.79,4542874,-0.1655
2022-11-22,RELIANCE,3069.88,3104.56,3010.78,3060.58,4692477,-1.82
2022-11-23,RELIANCE,2947.13,3023.48,2916.21,2971.25,4818611,-2.9619
2022-11-24,RELIANCE,2901.25,2947.93,2844.48,2910.25,2847238,-2.0746
2022-11-25,RELIANCE,2816.95,2818.41,2800.25,2818.1,4378901,-3.2175
2022-11-28,RELIANCE,2856.82,2893.28,2793.46,2850.44,4560226,1.1409
2022-11-29,RELIANCE,2874.7,2894.75,2849.93,2872.05,1744228,0.7555
2022-11-30,RELIANCE,2856.41,2863.38,2819.31,2834.18,1091300,-1.3273
2022-12-01,RELIANCE,2755.1,2811.29,2734.01,2766.38,2282372,-2.4212
2022-12-02,RELIANCE,2827.6,2860.2,2793.09,2826.2,3457544,2.1393
2022-12-05,RELIANCE,2856.28,2897.66,2822.82,2849.83,1033571,0.8326
2022-12-06,RELIANCE,2829.32,2838.66,2816.45,2819.28,3419409,-1.0779
2022-12-07,RELIANCE,2896.47,2903.2,2860.81,2881.32,1965383,2.1768
2022-12-08,RELIANCE,2883.35,2919.36,2854.99,2889.63,2521980,0.2877
2022-12-09,RELIANCE,2916.85,2947.64,2868.81,2907.38,2216793,0.6124
2022-12-12,RELIANCE,2841.28,2887.73,2787.13,2854.5,3820066,-1.8356
2022-12-13,RELIANCE,2777.68,2820.12,2724.57,2778.76,1984407,-2.6892
2022-12-14,RELIANCE,2709.18,2745.13,2674.62,2702.41,2637464,-2.7861
2022-12-15,RELIANCE,2820.47,2858.61,2774.83,2806.78,3343643,3.7895
2022-12-16,RELIANCE,2774.27,2783.98,2727.76,2766.38,4354113,-1.4496
2022-12-19,RELIANCE,2771.99,2795.17,2724.45,2770.74,2560471,0.1573
2022-12-20,RELIANCE,2793.76,2828.41,2752.12,2794.87,1111329,0.8673
2022-12-21,RELIANCE,2802.61,2831.68,2754.67,2794.94,3019831,0.0025
2022-12-22,RELIANCE,2818.83,2835.98,2763.37,2788.31,577926,-0.2377
2022-12-23,RELIANCE,2792.46,2845.19,2732.25,2780.57,3485967,-0.2778
2022-12-26,RELIANCE,2811.17,2819.06,2768.64,2805.82,2201539,0.9039
2022-12-27,RELIANCE,2736.04,2808.6,2727.33,2754.9,3408156,-1.8316
2022-12-28,RELIANCE,2722.69,2777.0,2690.1,2734.23,1078747,-0.753
2022-12-29,RELIANCE,2619.97,2655.51,2603.69,2624.22,2742528,-4.1067
2022-12-30,RELIANCE,2550.24,2556.74,2528.38,2538.69,1306085,-3.3135
2023-01-02,RELIANCE,2469.43,2509.04,2437.39,2481.05,2989648,-2.2965
2023-01-03,RELIANCE,2528.58,2533.03,2488.11,2520.48,714890,1.5767
2023-01-04,RELIANCE,2510.65,2557.44,2461.24,2509.15,2849842,-0.4509
2023-01-05,RELIANCE,2546.37,2560.91,2492.23,2541.86,2437717,1.2953
2023-01-06,RELIANCE,2557.79,2581.01,2536.88,2560.55,1068138,0.7328
2023-01-09,RELIANCE,2565.92,2606.37,2556.76,2573.6,3817553,0.5082
2023-01-10,RELIANCE,2518.92,2532.2,2511.85,2531.25,4266347,-1.6594
2023-01-11,RELIANCE,2543.43,2571.0,2486.27,2535.68,3005017,0.1749
2023-01-12,RELIANCE,2547.36,2584.77,2527.19,2548.34,2842042,0.4981
2023-01-13,RELIANCE,2638.08,2663.36,2620.0,2652.37,2105081,4.0012
2023-01-16,RELIANCE,2639.9,2648.03,2604.2,2636.96,1740257,-0.5828
2023-01-17,RELIANCE,2718.76,2745.28,2669.95,2673.01,552689,1.358
2023-01-18,RELIANCE,2665.44,2696.76,2630.96,2668.12,2656277,-0.183
2023-01-19,RELIANCE,2657.46,2680.8,2589.5,2635.66,2790787,-1.2241
2023-01-20,RELIANCE,2643.69,2694.15,2605.4,2678.31,640341,1.6052
2023-01-23,RELIANCE,2768.43,2794.91,2745.32,2772.18,1974676,3.4449
2023-01-24,RELIANCE,2799.7,2817.19,2779.93,2786.4,3025428,0.5116
2023-01-25,RELIANCE,2753.67,2767.42,2740.17,2753.45,1574932,-1.1895
2023-01-26,RELIANCE,2768.91,2804.06,2754.21,2777.83,3166648,0.8815
2023-01-27,RELIANCE,2792.59,2815.06,2771.09,2792.96,2531954,0.543
2023-01-30,RELIANCE,2922.13,2947.57,2900.05,2907.8,4684609,4.0297
2023-01-31,RELIANCE,2979.68,2979.7,2914.15,2948.09,1265302,1.3759
2023-02-01,RELIANCE,2915.57,2955.96,2878.87,2900.12,666465,-1.6405
2023-02-02,RELIANCE,2961.13,2971.4,2931.73,2968.62,1947275,2.3344
2023-02-03,RELIANCE,3008.04,3024.0,2990.89,3011.55,4101475,1.4356
2023-02-06,RELIANCE,3060.45,3113.14,3032.67,3063.91,4667791,1.7237
2023-02-07,RELIANCE,3076.38,3150.59,3032.53,3089.78,3333048,0.8408
2023-02-08,RELIANCE,3145.18,3210.04,3139.63,3147.62,3248839,1.8549
2023-02-09,RELIANCE,3169.61,3211.55,3137.28,3173.96,3758726,0.8331
2023-02-10,RELIANCE,3141.75,3177.12,3102.9,3160.72,4953888,-0.4179
2023-02-13,RELIANCE,3182.92,3236.06,3127.31,3169.64,4740283,0.2816
2023-02-14,RELIANCE,3170.95,3212.19,3105.89,3164.29,3325463,-0.1687
2023-02-15,RELIANCE,3174.86,3247.89,3125.26,3185.07,2082671,0.6545
2023-02-16,RELIANCE,3193.26,3228.33,3143.74,3190.9,936395,0.183
2023-02-17,RELIANCE,3158.85,3207.56,3104.01,3174.16,1248869,-0.5262
2023-02-20,RELIANCE,3156.32,3167.83,3098.6,3165.06,3496174,-0.2869
2023-02-21,RELIANCE,3177.01,3189.36,3112.97,3166.12,819014,0.0335
2023-02-22,RELIANCE,3074.68,3115.69,3029.79,3067.46,4396423,-3.1659
2023-02-23,RELIANCE,3117.77,3187.92,3065.2,3125.79,2650553,1.884
2023-02-24,RELIANCE,3151.59,3181.57,3126.15,3146.69,4607179,0.6663
2023-02-27,RELIANCE,3112.33,3115.3,3053.07,3113.49,4375599,-1.0607
2023-02-28,RELIANCE,3132.36,3173.21,3121.49,3148.06,2995361,1.1042
2023-03-01,RELIANCE,3118.04,3128.53,3103.74,3120.65,2425488,-0.8746
2023-03-02,RELIANCE,3100.15,3159.66,3083.66,3093.47,1040577,-0.8747
2023-03-03,RELIANCE,3120.42,3129.24,3067.23,3115.65,4837216,0.7143
2023-03-06,RELIANCE,3171.13,3205.74,3143.58,3198.2,3393800,2.6151
2023-03-07,RELIANCE,3218.31,3247.77,3168.17,3215.64,2372301,0.5438
2023-03-08,RELIANCE,3172.71,3207.1,3139.95,3172.31,1143387,-1.3566
2023-03-09,RELIANCE,3123.61,3198.79,3098.42,3153.55,4347500,-0.5933
2023-03-10,RELIANCE,3190.45,3226.97,3133.25,3203.39,752163,1.5683
2023-03-13,RELIANCE,3236.01,3294.07,3200.18,3228.08,3508203,0.7677
2023-03-14,RELIANCE,3308.38,3347.99,3244.99,3285.63,1452756,1.767
2023-03-15,RELIANCE,3283.15,3313.43,3226.77,3310.3,3344457,0.7482
2023-03-16,RELIANCE,3374.34,3376.64,3343.62,3357.9,936649,1.4275
2023-03-17,RELIANCE,3450.44,3515.85,3422.65,3483.19,4116592,3.6634
2023-03-20,RELIANCE,3424.55,3454.65,3390.93,3400.79,2504307,-2.3942
2023-03-21,RELIANCE,3548.56,3584.94,3510.04,3552.8,2451654,4.3729
2023-03-22,RELIANCE,3601.72,3618.78,3544.85,3614.64,4747612,1.7257
2023-03-23,RELIANCE,3797.77,3801.81,3786.87,3791.05,1331971,4.7649
2023-03-24,RELIANCE,3708.1,3730.56,3703.62,3726.03,3471781,-1.7299
2023-03-27,RELIANCE,3762.95,3818.19,3697.63,3753.27,3062560,0.7284
2023-03-28,RELIANCE,3763.23,3810.86,3709.82,3765.56,3625141,0.3269
