Date,Month,Season,TempMax_C,TempMin_C,TempAvg_C,Rainfall_mm,Humidity_%,WindSpeed_kmh,Extreme
2022-03-12,3,Spring,29.0,14.0,21.5,0.5,35.8,24.3,False
2022-03-13,3,Spring,26.1,13.5,19.8,0.8,35.9,2.5,False
2022-03-14,3,Spring,25.7,16.5,21.1,0.4,24.0,8.4,False
2022-03-15,3,Spring,26.4,18.1,22.2,0.1,25.0,14.1,False
2022-03-16,3,Spring,27.0,17.0,22.0,0.5,32.1,31.8,False
2022-03-17,3,Spring,28.0,16.3,22.2,0.5,34.9,8.4,False
2022-03-18,3,Spring,30.7,17.7,24.2,0.1,28.6,25.3,False
2022-03-19,3,Spring,26.7,18.7,22.7,0.1,27.9,12.1,False
2022-03-20,3,Spring,33.4,16.0,24.7,0.0,38.5,13.1,False
2022-03-21,3,Spring,27.1,19.0,23.0,0.1,35.1,19.1,False
2022-03-22,3,Spring,26.4,20.2,23.3,0.1,37.1,11.5,False
2022-03-23,3,Spring,32.7,19.6,26.2,0.3,29.8,11.1,False
2022-03-24,3,Spring,32.2,18.0,25.1,1.6,29.5,10.2,False
2022-03-25,3,Spring,29.3,19.7,24.5,0.1,37.1,11.2,False
2022-03-26,3,Spring,30.6,18.3,24.5,0.4,31.2,16.9,False
2022-03-27,3,Spring,30.8,16.8,23.8,0.8,29.6,4.9,False
2022-03-28,3,Spring,30.5,17.1,23.8,0.0,28.3,4.9,False
2022-03-29,3,Spring,27.8,19.7,23.8,1.0,30.5,8.8,False
2022-03-30,3,Spring,25.6,21.2,23.4,0.2,37.7,15.5,False
2022-03-31,3,Spring,29.0,19.9,24.4,0.4,26.0,6.8,False
2022-04-01,4,Spring,34.5,17.6,26.0,1.1,36.9,21.6,False
2022-04-02,4,Spring,34.8,17.3,26.0,0.1,30.4,5.0,False
2022-04-03,4,Spring,30.7,18.5,24.6,0.2,33.2,20.7,False
2022-04-04,4,Spring,29.5,17.0,23.2,0.0,33.7,14.5,False
2022-04-05,4,Spring,32.1,16.1,24.1,0.5,33.6,16.2,False
2022-04-06,4,Spring,32.6,20.7,26.6,0.4,33.5,17.7,False
2022-04-07,4,Spring,33.1,16.9,25.0,0.4,33.0,9.6,False
2022-04-08,4,Spring,27.0,20.6,23.8,0.3,32.6,10.1,False
2022-04-09,4,Spring,38.5,18.2,28.4,0.1,42.4,16.1,False
2022-04-10,4,Spring,34.6,19.0,26.8,0.1,36.2,20.0,False
2022-04-11,4,Spring,32.1,24.5,28.3,0.8,35.7,5.8,False
2022-04-12,4,Spring,31.3,22.6,27.0,0.4,33.4,6.5,False
2022-04-13,4,Spring,34.8,23.3,29.0,0.9,34.9,7.5,False
2022-04-14,4,Spring,34.0,24.6,29.3,0.2,34.0,10.3,False
2022-04-15,4,Spring,33.4,19.4,26.4,1.2,41.3,16.5,False
2022-04-16,4,Spring,34.2,17.2,25.7,0.4,34.1,7.1,False
2022-04-17,4,Spring,33.3,22.0,27.6,0.2,26.9,13.7,False
2022-04-18,4,Spring,34.4,19.9,27.2,0.2,38.8,16.2,False
2022-04-19,4,Spring,35.2,18.8,27.0,0.5,37.4,13.6,False
2022-04-20,4,Spring,34.6,21.5,28.0,0.0,36.2,8.9,False
2022-04-21,4,Spring,34.7,22.1,28.4,0.5,44.0,8.3,False
2022-04-22,4,Spring,37.0,22.7,29.8,0.0,26.1,14.1,False
2022-04-23,4,Spring,31.2,21.3,26.2,0.6,48.0,17.4,False
2022-04-24,4,Spring,32.9,20.8,26.8,1.5,45.8,8.1,False
2022-04-25,4,Spring,34.7,21.7,28.2,0.2,37.7,25.3,False
2022-04-26,4,Spring,33.3,22.0,27.6,0.3,38.9,12.1,False
2022-04-27,4,Spring,34.2,23.0,28.6,1.3,44.1,12.6,False
2022-04-28,4,Spring,37.7,26.3,32.0,0.1,44.6,26.5,False
2022-04-29,4,Spring,34.9,21.4,28.2,1.9,39.1,17.0,False
2022-04-30,4,Spring,31.7,25.9,28.8,1.1,34.6,25.1,False
2022-05-01,5,Spring,34.6,22.2,28.4,0.2,53.6,14.1,False
2022-05-02,5,Spring,35.7,22.1,28.9,0.4,48.2,5.4,False
2022-05-03,5,Spring,35.8,26.0,30.9,0.4,44.6,3.6,False
2022-05-04,5,Spring,37.0,25.1,31.0,0.9,45.1,15.8,False
2022-05-05,5,Spring,36.9,19.8,28.4,0.3,47.7,13.3,False
2022-05-06,5,Spring,35.8,24.3,30.0,0.5,48.7,27.9,False
2022-05-07,5,Spring,33.9,26.7,30.3,0.1,34.9,27.3,False
2022-05-08,5,Spring,35.5,22.8,29.2,0.6,44.0,25.9,False
2022-05-09,5,Spring,35.2,26.0,30.6,0.2,43.9,15.0,False
2022-05-10,5,Spring,36.0,28.4,32.2,0.3,45.8,15.4,False
2022-05-11,5,Spring,38.1,23.7,30.9,0.4,50.8,10.7,False
2022-05-12,5,Spring,37.6,26.6,32.1,0.0,38.4,17.4,False
2022-05-13,5,Spring,38.6,24.3,31.4,0.1,41.0,13.5,False
2022-05-14,5,Spring,36.2,26.6,31.4,1.1,44.8,8.6,False
2022-05-15,5,Spring,40.1,23.7,31.9,0.3,49.4,12.7,False
2022-05-16,5,Spring,38.6,24.8,31.7,0.4,53.2,10.7,False
2022-05-17,5,Spring,37.5,30.5,34.0,0.0,57.6,11.7,False
2022-05-18,5,Spring,38.6,24.6,31.6,2.1,48.4,5.4,False
2022-05-19,5,Spring,36.1,26.1,31.1,1.5,54.4,11.6,False
2022-05-20,5,Spring,33.4,22.8,28.1,0.3,54.3,5.9,False
2022-05-21,5,Spring,36.5,24.9,30.7,0.0,53.9,12.8,False
2022-05-22,5,Spring,39.3,24.2,31.8,0.9,51.4,5.6,False
2022-05-23,5,Spring,38.0,27.3,32.6,0.2,50.0,15.4,False
2022-05-24,5,Spring,37.6,27.5,32.6,0.1,47.1,11.9,False
2022-05-25,5,Spring,36.3,26.0,31.2,0.4,47.2,16.8,False
2022-05-26,5,Spring,34.2,26.8,30.5,1.5,55.0,13.0,False
2022-05-27,5,Spring,41.0,23.5,32.2,0.2,53.4,16.4,False
2022-05-28,5,Spring,37.8,26.5,32.2,0.1,52.1,9.3,False
2022-05-29,5,Spring,37.4,28.7,33.0,1.0,57.9,10.8,False
2022-05-30,5,Spring,37.0,28.0,32.5,0.3,54.0,8.9,False
2022-05-31,5,Spring,40.9,24.5,32.7,0.2,50.9,6.3,False
2022-06-01,6,Summer,40.2,26.8,33.5,5.4,54.5,3.8,False
2022-06-02,6,Summer,36.6,27.0,31.8,3.2,60.4,15.9,False
2022-06-03,6,Summer,40.9,24.4,32.6,4.8,51.6,7.4,False
2022-06-04,6,Summer,38.3,28.4,33.3,11.0,58.2,17.0,False
2022-06-05,6,Summer,37.4,31.1,34.2,1.7,57.3,6.0,False
2022-06-06,6,Summer,38.1,28.4,33.2,3.2,54.2,9.8,False
2022-06-07,6,Summer,37.2,26.3,31.8,11.2,57.0,13.4,False
2022-06-08,6,Summer,36.1,27.3,31.7,3.7,51.0,10.2,False
2022-06-09,6,Summer,40.4,29.9,35.2,10.7,59.8,19.7,False
2022-06-10,6,Summer,38.4,24.8,31.6,1.0,52.9,14.4,False
2022-06-11,6,Summer,40.1,26.5,33.3,5.6,65.5,8.1,False
2022-06-12,6,Summer,39.5,26.1,32.8,0.5,60.1,10.1,False
2022-06-13,6,Summer,40.0,26.1,33.0,5.9,58.1,22.7,False
2022-06-14,6,Summer,34.9,29.5,32.2,0.6,67.2,9.1,False
2022-06-15,6,Summer,37.2,26.4,31.8,4.0,56.6,9.8,False
2022-06-16,6,Summer,40.1,25.2,32.6,8.7,58.5,15.2,False
2022-06-17,6,Summer,36.4,24.7,30.6,5.6,53.5,26.1,False
2022-06-18,6,Summer,39.7,25.5,32.6,8.3,69.6,12.8,False
2022-06-19,6,Summer,36.2,26.0,31.1,4.5,72.8,6.9,False
2022-06-20,6,Summer,39.0,30.5,34.8,0.5,55.5,48.6,False
2022-06-21,6,Summer,42.2,27.0,34.6,21.6,60.2,6.5,False
2022-06-22,6,Summer,40.5,28.9,34.7,0.4,65.0,16.2,False
2022-06-23,6,Summer,35.3,24.4,29.8,5.5,62.5,8.0,False
2022-06-24,6,Summer,40.7,24.7,32.7,13.0,65.3,23.0,False
2022-06-25,6,Summer,42.6,28.9,35.8,1.4,65.2,17.1,False
2022-06-26,6,Summer,44.5,27.0,35.8,16.3,68.2,7.6,True
2022-06-27,6,Summer,39.9,26.4,33.2,2.4,61.8,3.6,False
2022-06-28,6,Summer,36.2,25.1,30.6,0.4,67.9,25.4,False
2022-06-29,6,Summer,39.8,30.2,35.0,0.1,61.8,13.7,False
2022-06-30,6,Summer,42.1,31.3,36.7,1.1,65.7,12.4,False
2022-07-01,7,Summer,38.5,26.8,32.6,12.2,59.4,28.7,False
2022-07-02,7,Summer,40.9,31.9,36.4,4.8,66.4,21.8,False
2022-07-03,7,Summer,37.1,26.4,31.8,5.7,65.9,7.6,False
2022-07-04,7,Summer,39.5,25.5,32.5,4.6,73.9,10.3,False
2022-07-05,7,Summer,33.7,24.2,29.0,6.1,69.2,7.8,False
2022-07-06,7,Summer,36.7,27.9,32.3,1.2,70.5,22.3,False
2022-07-07,7,Summer,38.6,26.3,32.4,1.7,70.1,22.7,False
2022-07-08,7,Summer,37.8,25.2,31.5,13.3,59.9,30.7,False
2022-07-09,7,Summer,35.9,28.8,32.4,2.0,60.9,11.9,False
2022-07-10,7,Summer,37.4,24.6,31.0,1.4,69.6,8.7,False
2022-07-11,7,Summer,39.0,25.8,32.4,12.5,72.9,7.7,False
2022-07-12,7,Summer,38.1,27.5,32.8,9.8,70.7,26.5,False
2022-07-13,7,Summer,38.4,26.0,32.2,12.3,67.9,18.1,False
2022-07-14,7,Summer,39.6,26.5,33.0,0.6,71.3,20.6,False
2022-07-15,7,Summer,37.4,24.5,31.0,0.9,71.2,19.7,False
2022-07-16,7,Summer,40.8,26.8,33.8,7.0,77.0,9.6,False
2022-07-17,7,Summer,36.0,25.5,30.8,5.2,77.0,19.6,False
2022-07-18,7,Summer,41.7,27.1,34.4,3.5,70.9,6.5,False
2022-07-19,7,Summer,40.0,27.7,33.8,8.3,73.7,16.2,False
2022-07-20,7,Summer,37.0,25.4,31.2,16.6,75.6,11.2,False
2022-07-21,7,Summer,37.1,27.4,32.2,8.3,76.6,19.5,False
2022-07-22,7,Summer,38.0,23.9,31.0,21.9,83.0,6.2,False
2022-07-23,7,Summer,38.6,24.3,31.4,2.3,74.9,17.1,False
2022-07-24,7,Summer,39.5,26.9,33.2,1.7,81.1,9.5,False
2022-07-25,7,Summer,34.6,24.8,29.7,1.2,69.7,17.8,False
2022-07-26,7,Summer,38.0,26.7,32.4,11.8,72.6,21.5,False
2022-07-27,7,Summer,32.8,28.3,30.6,17.9,65.3,10.9,False
2022-07-28,7,Summer,36.6,26.2,31.4,8.4,77.0,14.0,False
2022-07-29,7,Summer,39.8,25.0,32.4,0.5,79.7,11.0,False
2022-07-30,7,Summer,33.9,23.7,28.8,2.0,63.9,10.0,False
2022-07-31,7,Summer,33.4,24.3,28.8,0.2,77.8,6.2,False
2022-08-01,8,Summer,37.0,22.7,29.8,28.1,80.1,12.8,False
2022-08-02,8,Summer,39.2,26.4,32.8,3.2,80.0,25.5,False
2022-08-03,8,Summer,36.9,25.0,31.0,0.8,71.5,11.9,False
2022-08-04,8,Summer,32.4,20.9,26.6,7.7,81.5,17.0,False
2022-08-05,8,Summer,32.7,27.9,30.3,2.0,77.9,20.7,False
2022-08-06,8,Summer,36.1,24.8,30.4,22.5,81.0,12.4,False
2022-08-07,8,Summer,33.4,26.0,29.7,7.8,77.6,23.2,False
2022-08-08,8,Summer,36.0,24.1,30.0,8.7,80.3,3.8,False
2022-08-09,8,Summer,35.9,24.4,30.2,6.1,84.0,37.0,False
2022-08-10,8,Summer,34.4,22.2,28.3,1.2,77.6,11.4,False
2022-08-11,8,Summer,38.9,22.8,30.8,0.6,80.2,31.9,False
2022-08-12,8,Summer,36.3,25.8,31.0,4.0,85.2,19.2,False
2022-08-13,8,Summer,37.4,24.2,30.8,19.8,78.4,8.9,False
2022-08-14,8,Summer,36.7,22.9,29.8,0.1,73.5,14.0,False
2022-08-15,8,Summer,34.4,21.3,27.8,30.1,82.6,2.2,False
2022-08-16,8,Summer,34.2,17.7,26.0,7.1,86.5,15.8,False
2022-08-17,8,Summer,33.9,21.0,27.4,2.2,85.9,18.4,False
2022-08-18,8,Summer,35.7,24.3,30.0,9.1,83.1,6.0,False
2022-08-19,8,Summer,32.9,22.3,27.6,2.5,67.9,10.6,False
2022-08-20,8,Summer,37.5,21.7,29.6,0.8,76.5,15.3,False
2022-08-21,8,Summer,32.4,22.9,27.6,3.8,76.8,11.4,False
2022-08-22,8,Summer,34.1,20.8,27.4,2.1,80.0,9.7,False
2022-08-23,8,Summer,33.1,26.1,29.6,23.1,88.3,9.7,False
2022-08-24,8,Summer,32.5,20.3,26.4,2.4,74.5,7.1,False
2022-08-25,8,Summer,37.6,22.2,29.9,2.5,91.1,16.1,False
2022-08-26,8,Summer,32.2,21.3,26.8,3.0,78.0,14.0,False
2022-08-27,8,Summer,32.3,18.0,25.2,7.7,76.1,24.5,False
2022-08-28,8,Summer,31.4,23.3,27.4,6.7,84.2,16.8,False
2022-08-29,8,Summer,32.7,20.1,26.4,17.4,84.6,7.0,False
2022-08-30,8,Summer,32.3,18.9,25.6,9.7,83.2,13.7,False
2022-08-31,8,Summer,30.1,20.0,25.0,0.7,76.1,19.9,False
2022-09-01,9,Monsoon,31.3,23.4,27.4,20.3,82.5,36.3,False
2022-09-02,9,Monsoon,33.2,17.3,25.2,0.6,74.8,2.2,False
2022-09-03,9,Monsoon,33.9,20.2,27.0,1.2,75.9,13.3,False
2022-09-04,9,Monsoon,31.7,20.7,26.2,1.2,79.4,9.8,False
2022-09-05,9,Monsoon,31.6,20.1,25.8,14.8,75.7,8.6,False
2022-09-06,9,Monsoon,30.6,20.1,25.4,13.3,85.0,14.3,False
2022-09-07,9,Monsoon,30.1,21.5,25.8,11.2,76.8,13.7,False
2022-09-08,9,Monsoon,29.1,18.6,23.8,29.6,78.5,19.0,False
2022-09-09,9,Monsoon,27.7,20.0,23.8,1.0,75.2,9.6,False
2022-09-10,9,Monsoon,29.2,17.3,23.2,0.1,84.7,7.8,False
2022-09-11,9,Monsoon,32.3,17.4,24.8,0.7,76.1,15.4,False
2022-09-12,9,Monsoon,29.4,15.0,22.2,1.9,85.0,6.5,False
2022-09-13,9,Monsoon,29.4,18.5,24.0,7.9,84.5,19.3,False
2022-09-14,9,Monsoon,29.2,19.6,24.4,8.8,76.9,20.6,False
2022-09-15,9,Monsoon,32.3,20.7,26.5,0.1,79.1,27.1,False
2022-09-16,9,Monsoon,27.7,13.2,20.4,12.2,76.5,6.3,False
2022-09-17,9,Monsoon,30.0,16.1,23.0,10.3,81.4,14.1,False
2022-09-18,9,Monsoon,29.1,18.6,23.8,2.2,77.6,18.3,False
2022-09-19,9,Monsoon,29.2,13.7,21.4,19.4,76.3,25.1,False
2022-09-20,9,Monsoon,29.4,14.2,21.8,12.3,78.5,16.3,False
2022-09-21,9,Monsoon,28.9,19.4,24.2,2.6,70.2,12.3,False
2022-09-22,9,Monsoon,30.2,18.1,24.2,0.5,77.6,13.2,False
2022-09-23,9,Monsoon,28.3,16.7,22.5,4.2,81.0,6.4,False
2022-09-24,9,Monsoon,31.7,18.4,25.0,6.2,78.3,27.8,False
2022-09-25,9,Monsoon,28.1,16.2,22.2,1.0,82.2,12.9,False
2022-09-26,9,Monsoon,24.5,14.5,19.5,3.9,75.3,13.0,False
2022-09-27,9,Monsoon,29.0,18.5,23.8,14.0,74.7,5.3,False
2022-09-28,9,Monsoon,28.3,15.0,21.6,5.7,71.2,21.5,False
2022-09-29,9,Monsoon,27.4,13.0,20.2,13.2,74.5,15.2,False
2022-09-30,9,Monsoon,26.7,14.4,20.6,2.9,86.2,35.5,False
2022-10-01,10,Monsoon,22.8,15.2,19.0,0.9,77.5,13.1,False
2022-10-02,10,Monsoon,23.0,16.2,19.6,0.2,73.0,20.2,False
2022-10-03,10,Monsoon,30.0,13.0,21.5,0.9,70.6,28.3,False
2022-10-04,10,Monsoon,25.4,16.9,21.2,0.4,67.4,2.7,False
2022-10-05,10,Monsoon,28.3,13.9,21.1,0.0,71.0,2.1,False
2022-10-06,10,Monsoon,23.0,14.1,18.6,0.2,78.7,5.5,False
2022-10-07,10,Monsoon,23.9,11.8,17.8,0.7,72.5,19.7,False
2022-10-08,10,Monsoon,27.2,15.0,21.1,0.1,69.6,12.3,False
2022-10-09,10,Monsoon,25.5,14.7,20.1,0.8,69.9,12.7,False
2022-10-10,10,Monsoon,26.6,16.0,21.3,0.1,77.1,9.3,False
2022-10-11,10,Monsoon,25.4,12.5,19.0,0.0,73.1,29.9,False
2022-10-12,10,Monsoon,24.8,14.1,19.4,0.3,70.1,33.7,False
2022-10-13,10,Monsoon,23.7,14.8,19.2,0.5,71.4,28.6,False
2022-10-14,10,Monsoon,22.5,14.4,18.4,0.8,83.7,16.9,False
2022-10-15,10,Monsoon,27.6,11.7,19.6,0.6,78.4,6.5,False
2022-10-16,10,Monsoon,27.7,14.8,21.2,0.6,79.4,21.6,False
2022-10-17,10,Monsoon,22.4,14.5,18.4,0.5,62.9,15.3,False
2022-10-18,10,Monsoon,22.1,10.5,16.3,0.2,70.6,14.5,False
2022-10-19,10,Monsoon,23.4,12.5,18.0,0.8,67.8,15.3,False
2022-10-20,10,Monsoon,24.7,10.1,17.4,0.2,73.4,6.3,False
2022-10-21,10,Monsoon,23.5,12.6,18.0,0.3,75.7,9.9,False
2022-10-22,10,Monsoon,24.7,11.7,18.2,0.8,71.7,8.6,False
2022-10-23,10,Monsoon,23.4,11.2,17.3,0.1,65.3,9.7,False
2022-10-24,10,Monsoon,23.2,8.6,15.9,0.2,66.0,7.5,False
2022-10-25,10,Monsoon,28.1,8.7,18.4,0.2,72.1,4.2,False
2022-10-26,10,Monsoon,22.1,8.8,15.4,3.1,72.2,6.8,False
2022-10-27,10,Monsoon,26.3,12.2,19.2,0.6,69.0,6.7,False
2022-10-28,10,Monsoon,25.7,12.8,19.2,0.2,68.6,17.9,False
2022-10-29,10,Monsoon,23.7,9.2,16.4,0.1,67.8,16.9,False
2022-10-30,10,Monsoon,18.7,7.8,13.2,0.1,68.5,27.5,False
2022-10-31,10,Monsoon,22.5,8.1,15.3,0.7,70.4,14.8,False
2022-11-01,11,Monsoon,21.3,10.3,15.8,0.2,69.5,9.2,False
2022-11-02,11,Monsoon,22.2,8.7,15.4,0.1,66.1,17.6,False
2022-11-03,11,Monsoon,19.9,8.6,14.2,0.8,65.4,23.6,False
2022-11-04,11,Monsoon,23.5,9.6,16.6,0.3,64.8,6.1,False
2022-11-05,11,Monsoon,23.8,9.4,16.6,0.7,60.9,19.5,False
2022-11-06,11,Monsoon,24.0,9.5,16.8,0.8,60.5,10.2,False
2022-11-07,11,Monsoon,20.8,11.2,16.0,0.3,66.8,19.8,False
2022-11-08,11,Monsoon,19.4,10.8,15.1,0.9,60.1,0.7,False
2022-11-09,11,Monsoon,22.1,10.8,16.5,0.1,67.3,14.8,False
2022-11-10,11,Monsoon,24.8,12.4,18.6,0.0,62.6,6.3,False
2022-11-11,11,Monsoon,21.3,8.9,15.1,0.2,66.5,8.6,False
2022-11-12,11,Monsoon,21.9,9.1,15.5,0.2,65.2,6.2,False
2022-11-13,11,Monsoon,20.5,7.4,14.0,0.5,65.8,18.6,False
2022-11-14,11,Monsoon,19.8,6.3,13.0,0.4,58.8,2.7,False
2022-11-15,11,Monsoon,22.1,6.1,14.1,1.1,62.8,21.1,False
2022-11-16,11,Monsoon,20.4,5.8,13.1,1.3,64.0,6.7,False
2022-11-17,11,Monsoon,21.4,10.1,15.8,0.4,52.2,10.4,False
2022-11-18,11,Monsoon,21.5,11.3,16.4,0.9,68.0,6.2,False
2022-11-19,11,Monsoon,21.1,6.5,13.8,1.4,70.4,18.6,False
2022-11-20,11,Monsoon,21.4,5.5,13.4,0.5,63.4,19.4,False
2022-11-21,11,Monsoon,18.5,5.1,11.8,0.2,62.2,5.1,False
2022-11-22,11,Monsoon,18.3,7.1,12.7,0.8,60.7,4.7,False
2022-11-23,11,Monsoon,20.0,12.0,16.0,1.0,55.7,8.6,False
2022-11-24,11,Monsoon,19.9,7.2,13.6,1.1,56.4,7.8,False
2022-11-25,11,Monsoon,18.8,6.8,12.8,0.0,61.3,6.8,False
2022-11-26,11,Monsoon,20.3,5.3,12.8,0.3,51.2,6.5,False
2022-11-27,11,Monsoon,21.6,4.9,13.2,0.3,50.3,6.8,True
2022-11-28,11,Monsoon,22.1,5.9,14.0,0.7,53.2,12.7,False
2022-11-29,11,Monsoon,22.5,8.8,15.6,0.3,58.1,12.4,False
2022-11-30,11,Monsoon,16.9,9.6,13.2,1.4,50.0,16.1,False
2022-12-01,12,Winter2,17.2,6.4,11.8,1.1,52.8,14.5,False
2022-12-02,12,Winter2,18.9,9.0,14.0,0.0,53.0,18.6,False
2022-12-03,12,Winter2,19.6,4.5,12.0,0.5,48.0,7.3,True
2022-12-04,12,Winter2,18.9,10.8,14.8,0.3,40.4,23.7,False
2022-12-05,12,Winter2,18.2,6.2,12.2,0.2,47.1,7.3,False
2022-12-06,12,Winter2,18.7,6.6,12.6,0.7,53.1,15.8,False
2022-12-07,12,Winter2,20.2,7.7,14.0,0.3,53.8,19.9,False
2022-12-08,12,Winter2,16.5,9.1,12.8,0.3,53.4,14.8,False
2022-12-09,12,Winter2,23.9,11.3,17.6,0.3,53.6,7.2,False
2022-12-10,12,Winter2,19.2,8.2,13.7,0.7,47.0,9.6,False
2022-12-11,12,Winter2,21.2,8.1,14.6,0.3,45.5,19.1,False
2022-12-12,12,Winter2,17.9,4.9,11.4,0.0,51.1,22.9,True
2022-12-13,12,Winter2,20.2,8.6,14.4,0.7,47.8,1.1,False
2022-12-14,12,Winter2,19.2,6.1,12.6,0.5,52.9,17.9,False
2022-12-15,12,Winter2,20.7,9.6,15.2,0.1,49.9,25.9,False
2022-12-16,12,Winter2,18.6,6.1,12.4,0.2,54.0,6.9,False
